id	filename	md5	size	state
57c2d0c6-5dfa-4c95-982c-6c189d9b9ad6	TCGA-CM-5864-01Z-00-DX1.2cb87875-6cae-4d8e-9c93-4a83941c0ca9.svs	8225d8734d1845c7c1bd08ca8b86cce4	816045533	released
9ed5b8f5-f800-46b3-b5db-252bf79c2890	TCGA-AM-5821-01Z-00-DX1.0851bd43-6c23-4db3-a50a-7c9fb5080150.svs	08dd236ba96e6c2657015c6ba3059c0b	433253901	released
05d5bb0d-6a62-4967-92c0-f4e9bc53a0b4	TCGA-CA-5796-01Z-00-DX1.88141789-4240-4ab7-8db1-e4cb7ee1ebda.svs	6298fafb882a801f49ff9ba370ae6e57	762804109	released
021821c9-68f3-4be3-97ec-4ade5b4aaa60	TCGA-AY-4070-01Z-00-DX1.dd650ac6-8480-4fd8-85b8-15a7840a5933.svs	a298a95d847578d42744d31375665de5	73685251	released
766bd15e-1002-440a-9517-8c5a5ffa73ce	TCGA-G4-6302-01Z-00-DX1.78bd777d-4b82-44de-9ef1-c4c641364015.svs	c93c117dd6bd705b5c5be3c890d3d29a	453412639	released
13943a8e-e3d3-4db4-9000-bc3a16666b56	TCGA-A6-A56B-01Z-00-DX1.52FE9FA5-05F1-49EA-98BE-887CF7B3A52F.svs	85b748958f42319f6281ba4a89c9ed2e	686462025	released
2d961af6-9f08-4db7-92b2-52b2380cd022	TCGA-CK-6747-01Z-00-DX1.7824596c-84db-4bee-b149-cd8f617c285f.svs	bb38bdc8c4904f2360508405093105c1	841386755	released
d226ff07-fec0-4d46-b55d-9a5a1d2c90e6	TCGA-DM-A0X9-01Z-00-DX1.C7FC2C17-12CC-4F10-B54F-7C29379D834E.svs	7a5488c3fde89370962d933817d70513	1518384173	released
4c4f4942-530b-4043-84b9-785b4b3e9dba	TCGA-A6-3809-01Z-00-DX1.c26f03e8-c285-4a66-925d-ae9cba17d7b3.svs	f6a152cc11d4144dc341b23f7744c88c	172517035	released
68f65912-47da-44b1-8f4c-a6107428fba6	TCGA-4N-A93T-01Z-00-DX2.875E7F95-A6D4-4BEB-A331-F9D8080898C2.svs	24bd028468f4a70dd6169c0a2cfe402d	1594624613	released
3df01e75-ed41-46d9-bfd7-e09f1e935810	TCGA-D5-5541-01Z-00-DX1.2cd0a69e-879e-47aa-8035-1f9732ec4760.svs	53b1ab98bf634c631254025cd8e00d31	656913971	released
064f3779-aeb1-4be1-9b86-76edc95a5c28	TCGA-D5-6535-01Z-00-DX1.0d7485ff-cf98-4c86-8a61-c7364f41b8b0.svs	fd9c494b1c5ebb1028efc16e418158bf	800214603	released
ce04c99c-0acd-4b24-b385-fbb400528285	TCGA-AA-A02Y-01Z-00-DX1.D1EE29E8-A27E-4035-807B-324A63239116.svs	744436dbc7fe88c6295c3674500b5610	778158250	released
5ad0faff-3ea0-46da-8b6b-a7c70d61fbec	TCGA-5M-AATE-01Z-00-DX1.483FFD2F-61A1-477E-8F94-157383803FC7.svs	1cb06cd98f9e9c7687b2aee3e9772f49	2762599587	released
cc712259-7cd4-4d5c-968e-8101e6430885	TCGA-D5-6927-01Z-00-DX1.ff21d627-dbb8-4200-937b-f8be8b86b6d4.svs	648384c16ea05b0a1b27cdee96981fc7	243402799	released
25e4ffbf-32ed-407c-ac26-fcd5aa122e52	TCGA-CM-6677-01Z-00-DX1.e3428c0a-a194-4e38-b105-8244701fcc71.svs	2081870e61285b6ef56fc29111e7c234	1036643329	released
dd4e7430-4e6a-4f87-b857-bab4438051ff	TCGA-CM-5348-01Z-00-DX1.2ad0b8f6-684a-41a7-b568-26e97675cce9.svs	849c422e76ee6ae5da2bb052e99a9e78	747746979	released
b9afc2c7-c1eb-4bdd-b883-6f4423528c36	TCGA-AA-3678-01Z-00-DX1.4bc052e9-e5b0-4328-afe5-8d19fd2c386c.svs	36b177ac7e704ccb0f3f61d9ed88f28e	145841476	released
fbde56ab-b131-436e-8a6d-24c1e05217ca	TCGA-CM-4743-01Z-00-DX1.f54a6355-5623-498c-96b9-2ff1de6576c6.svs	613c0862d52ca48e177e44d64c311799	1236833149	released
03d1d2c0-b00c-4b48-af63-70ca7300ed15	TCGA-A6-5657-01Z-00-DX1.d0cab3dd-8758-4a3e-8bb2-7cd9411dbeb6.svs	7cb4be8df5d6d1f48c89c84597b7849d	186636821	released
f94393a0-f0a4-44bb-9350-417c63cba839	TCGA-AA-3685-01Z-00-DX1.57ef312b-70e0-46f5-b847-0e0ac32f1824.svs	96bb87adb252d2b7d2f1f16133807d87	339477890	released
5a2d15f8-078a-41df-9610-63a7ce6b1195	TCGA-DM-A1D9-01Z-00-DX1.C286F663-142A-4F8E-BFCD-56E33F73F7E8.svs	b37035ee13bc34fda614faaec7231de3	1101041371	released
a42f83a9-22ec-4666-8147-a72df2cdb033	TCGA-AZ-4682-01Z-00-DX1.abca2345-ed4a-4f64-af1d-0e60f81b1288.svs	d65ea49d36c63a20543a0a524a5c2fe2	562501073	released
b47a7445-1a54-41ed-940e-bebccd87288f	TCGA-AA-A00N-01Z-00-DX1.79D0A833-8411-486B-9BED-7B5E203D02F2.svs	b195d10bafa574f900d9fe00c1b08335	426997170	released
